Run ID,Test Date,Assay Name,Sample Name,Original Sample Conc.,Original sample conc. units,Qubit Tube Conc.,Qubit tube conc. units,Sample Volume (uL),Dilution Factor,Extended Low Range,Core Range,Extended High Range,Excitation,Std 1 RFU,Std 2 RFU,Std 3 RFU,Sample RFU,Last Read Standards,Reagent Lot#,Plate Barcode,Well,Sample ID,Tags,Calibrated Tubes,Software Version,Selected Samples
200624-150959,20/06/2024 03:13:19 PM,dsDNA BR,0723ASHC_01,50.4,ng/uL,1.26,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.28051801,1044.19177,,314,20/06/2024 03:10:25 PM,,,,,,8,1.9.0,8
200624-150959,20/06/2024 03:13:19 PM,dsDNA BR,0723ASHC_02,14.9,ng/uL,0.372,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.17055362,1079.899193,,111,20/06/2024 03:10:25 PM,,,,,,8,1.9.0,8
200624-150959,20/06/2024 03:13:19 PM,dsDNA BR,0723ASHC_03,28,ng/uL,0.7,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.25611286,989.4469488,,176,20/06/2024 03:10:25 PM,,,,,,8,1.9.0,8
200624-150959,20/06/2024 03:13:19 PM,dsDNA BR,0723ASHC_04,76.4,ng/uL,1.91,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.64388204,1021.339946,,448,20/06/2024 03:10:25 PM,,,,,,8,1.9.0,8
200624-150959,20/06/2024 03:13:19 PM,dsDNA BR,0723ASHC_05,70,ng/uL,1.75,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.78278444,998.2855344,,404,20/06/2024 03:10:25 PM,,,,,,8,1.9.0,8
200624-150959,20/06/2024 03:13:19 PM,dsDNA BR,0723ASHC_06,74,ng/uL,1.85,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.78606253,909.0082957,,387,20/06/2024 03:10:25 PM,,,,,,8,1.9.0,8
200624-150959,20/06/2024 03:13:19 PM,dsDNA BR,0723ASHC_07,45.2,ng/uL,1.13,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.93075253,951.5805266,,259,20/06/2024 03:10:25 PM,,,,,,8,1.9.0,8
200624-150959,20/06/2024 03:13:19 PM,dsDNA BR,0723ASHC_08,129,ng/uL,3.23,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.53719575,864.2539122,,599,20/06/2024 03:10:25 PM,,,,,,8,1.9.0,8
200624-150959,20/06/2024 03:13:37 PM,dsDNA BR,0723ASHC_09,150,ng/uL,3.75,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.28051801,1044.19177,,823,20/06/2024 03:10:25 PM,,,,,,8,1.9.0,8
200624-150959,20/06/2024 03:13:37 PM,dsDNA BR,0723ASHC_10,329,ng/uL,8.23,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.17055362,1079.899193,,1590,20/06/2024 03:10:25 PM,,,,,,8,1.9.0,8
200624-150959,20/06/2024 03:13:37 PM,dsDNA BR,0723ASHC_11,43.6,ng/uL,1.09,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.25611286,989.4469488,,262,20/06/2024 03:10:25 PM,,,,,,8,1.9.0,8
200624-150959,20/06/2024 03:13:37 PM,dsDNA BR,0723ASHC_12,90,ng/uL,2.25,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.64388204,1021.339946,,518,20/06/2024 03:10:25 PM,,,,,,8,1.9.0,8
200624-150959,20/06/2024 03:13:37 PM,dsDNA BR,0723ASHC_13,46.8,ng/uL,1.17,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.78278444,998.2855344,,281,20/06/2024 03:10:25 PM,,,,,,8,1.9.0,8
200624-150959,20/06/2024 03:13:37 PM,dsDNA BR,0723ASHC_14,66.8,ng/uL,1.67,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.78606253,909.0082957,,352,20/06/2024 03:10:25 PM,,,,,,8,1.9.0,8
200624-150959,20/06/2024 03:13:37 PM,dsDNA BR,0723ASHC_15,27.1,ng/uL,0.677,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.93075253,951.5805266,,164,20/06/2024 03:10:25 PM,,,,,,8,1.9.0,8
200624-150959,20/06/2024 03:13:37 PM,dsDNA BR,0723ASHC_16,49.6,ng/uL,1.24,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.53719575,864.2539122,,257,20/06/2024 03:10:25 PM,,,,,,8,1.9.0,8
200624-150959,20/06/2024 03:15:27 PM,dsDNA BR,0723ASHC_17,43.6,ng/uL,1.09,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.28051801,1044.19177,,276,20/06/2024 03:10:25 PM,,,,,,8,1.9.0,8
200624-150959,20/06/2024 03:15:27 PM,dsDNA BR,0723ASHC_18,107,ng/uL,2.68,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.17055362,1079.899193,,638,20/06/2024 03:10:25 PM,,,,,,8,1.9.0,8
