lab_id,date_collected,site,lab_sample,date_rftmread1,rftm_reader1,rftm_intensity_read1,duplicate_read,date_rftmread2,rftm_reader2,rftm_intensity_read2,rftm_notes,rftm_final
0325ASHC_01,2025-03-04,ASHC,1,2025-03-11,Kyra Lenderman,0.5,FALSE,,,,,0.5
0325ASHC_02,2025-03-04,ASHC,2,2025-03-11,Kyra Lenderman,0.5,FALSE,,,,,0.5
0325ASHC_03,2025-03-04,ASHC,3,2025-03-11,Isaiah Mayo,0.5,FALSE,,,,,0.5
0325ASHC_04,2025-03-04,ASHC,4,2025-03-11,Isaiah Mayo,0.5,FALSE,,,,,0.5
0325ASHC_05,2025-03-04,ASHC,5,2025-03-11,Isaiah Mayo,0.5,FALSE,,,,,0.5
0325ASHC_06,2025-03-04,ASHC,6,2025-03-11,Isaiah Mayo,0.5,FALSE,,,,,0.5
0325ASHC_07,2025-03-04,ASHC,7,2025-03-11,Sarina Dery,0.5,TRUE,2025-03-11,Kyra Lenderman,0.5,,0.5
0325ASHC_08,2025-03-04,ASHC,8,2025-03-11,Sarina Dery,0.5,TRUE,2025-03-11,Kyra Lenderman,0.5,,0.5
0325ASHC_09,2025-03-04,ASHC,9,2025-03-11,Isaiah Mayo,0,FALSE,,,,,0
0325ASHC_10,2025-03-04,ASHC,10,2025-03-11,Isaiah Mayo,0.5,FALSE,,,,,0.5
0325ASHC_11,2025-03-04,ASHC,11,2025-03-11,Sarina Dery,0.5,TRUE,2025-03-11,Kyra Lenderman,0.5,,0.5
0325ASHC_12,2025-03-04,ASHC,12,2025-03-11,Sarina Dery,0.5,TRUE,2025-03-11,Kyra Lenderman,0.5,,0.5
0325ASHC_13,2025-03-04,ASHC,13,2025-03-11,Isaiah Mayo,0.5,FALSE,,,,,0.5
0325ASHC_14,2025-03-04,ASHC,14,2025-03-11,Isaiah Mayo,1,FALSE,,,,,1
0325ASHC_15,2025-03-04,ASHC,15,2025-03-11,Isaiah Mayo,1,FALSE,,,,,1
0325ASHC_16,2025-03-04,ASHC,16,2025-03-11,Isaiah Mayo,0.5,FALSE,,,,,0.5
0325ASHC_17,2025-03-04,ASHC,17,2025-03-11,Sarina Dery,0.5,TRUE,2025-03-11,Kyra Lenderman,0.5,,0.5
0325ASHC_18,2025-03-04,ASHC,18,2025-03-11,Sarina Dery,1,TRUE,2025-03-11,Kyra Lenderman,1,,1
0325ASHC_19,2025-03-04,ASHC,19,2025-03-11,Isaiah Mayo,0.5,FALSE,,,,,0.5
0325ASHC_20,2025-03-04,ASHC,20,2025-03-11,Isaiah Mayo,0.5,FALSE,,,,,0.5
0325ASHC_21,2025-03-04,ASHC,21,2025-03-11,Sarina Dery,0.5,TRUE,2025-03-11,Kyra Lenderman,0.5,,0.5
0325ASHC_22,2025-03-04,ASHC,22,2025-03-11,Sarina Dery,1,TRUE,2025-03-11,Kyra Lenderman,0.5,,0.5
0325ASHC_23,2025-03-04,ASHC,23,2025-03-11,Isaiah Mayo,0.5,FALSE,,,,,0.5
0325ASHC_24,2025-03-04,ASHC,24,2025-03-11,Isaiah Mayo,1,FALSE,,,,,1
0325ASHC_25,2025-03-04,ASHC,25,2025-03-12,Kyra Lenderman,0.5,FALSE,,,,,0.5
0325ASHC_26,2025-03-04,ASHC,26,2025-03-12,Kyra Lenderman,1,FALSE,,,,,1
0325ASHC_27,2025-03-04,ASHC,27,2025-03-12,Kyra Lenderman,1,FALSE,,,,,1
0325ASHC_28,2025-03-04,ASHC,28,2025-03-12,Kyra Lenderman,0.5,FALSE,,,,,0.5
0325ASHC_29,2025-03-04,ASHC,29,2025-03-12,Sarina Dery,1,TRUE,2025-03-12,Kyra Lenderman,1,,1
0325ASHC_30,2025-03-04,ASHC,30,2025-03-12,Sarina Dery,1,TRUE,2025-03-12,Kyra Lenderman,1,,1
